user_id,sum
67482,200000
773063,0
731786,163600
791917,779600
297372,0
835055,0
519733,0
669206,217000
814798,646800
615356,150000
337824,192000
791309,0
549333,250000
674291,0
666970,0
675605,300000
108965,350000
848601,0
737920,0
521535,0
600660,220000
588742,250000
676902,240000
155892,200000
663660,0
655799,300000
707809,445000
491883,0
720165,0
811491,177700
548123,0
738471,0
125506,800000
844372,200000
832557,0
659811,250000
568369,0
803631,224500
776073,135000
637113,93500
396236,0
15805,99900
641133,0
666624,28000
498001,250000
807621,52500
330634,200000
512233,0
518594,0
616990,0
395408,200000
379852,1096000
315137,200000
368467,108000
529534,0
775200,210000
610695,0
238438,0
648085,0
482611,0
145284,0
552653,0
410927,1400000
816324,0
786619,0
803252,0
409549,300000
772023,0
831313,77600
402659,200000
754975,400000
272795,0
523494,0
225718,0
518379,300000
669074,300000
683700,250000
680204,487000
496877,314500
620309,150000
431112,200000
637866,250000
431246,0
555718,0
646008,0
804425,77500
692594,300000
669068,0
560541,240000
750051,0
234624,655000
253031,0
558691,250000
59260,2233400
594029,100000
510869,150000
428946,0
408082,2747000
539307,0
535390,1932000
556090,0
726121,300000
735172,0
617208,265000
795715,0
707019,270000
782489,200900
517719,200000
516559,300000
785843,95300
750024,150000
734336,100000
751453,0
271851,100000
552006,328500
516617,300000
799937,81500
692366,0
232505,0
583249,0
648429,14934500
617261,300000
789756,500000
617164,0
734677,300000
787978,0
641615,0
309017,352100
467189,167000
583351,300000
225734,180000
721610,525000
258008,1300000
672198,0
327011,310000
704811,200000
819591,0
402378,250000
671678,0
570040,360000
96274,250000
568245,700000
73079,1151000
88049,250000
112793,124000
74275,927500
58616,287000
649228,0
810368,0
611615,500000
819487,0
688986,350000
511110,500000
810335,50000
526806,0
125363,320000
465023,100000
439862,0
427773,200000
536725,250000
505780,400000
442814,0
843818,0
351395,295600
611349,459500
820987,0
581103,0
519223,0
772404,0
722483,0
828870,208000
724081,0
678035,0
69288,0
368451,150000
136253,0
490384,220000
701443,0
703259,0
638509,450000
706915,0
398289,230000
720197,0
748701,0
577668,100000
546734,0
831397,86000
623949,150000
650130,0
780516,0
682047,0
630986,150000
59582,1231000
593966,0
624336,259000
140748,0
665444,0
15508,150000
639130,99500
643502,0
570896,0
55205,1379400
790451,0
236972,0
473366,500000
807010,124200
78939,650000
649087,840500
